Series Name,Series Code,Country Name,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Gini index,SI.POV.GINI,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,32.3,..,..,30.4,..,..,31.1,..,..,31.8,..,..,34.2,..,30.9,30.8,30.3,31.2,30.2,29.3,30.4,29.9,31.5,33.2,32.6,33.4,34.6,37.9,37.1,38.9,38.8,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1
Gini index,SI.POV.GINI,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,47.4,..,..,..,43.6,..,..,..,43,..,..,..,44.1,..,..,..,..,..,..,43.6,44.8,..,..,42.1,..,34.7,34.4,34,34.8,35.3,35.9,36.7,37.4,36.5,35.8,35.5,34.8,..
Gini index,SI.POV.GINI,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.6,..,..,..,..,..,29.5,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,35.5,..,..,..,..,..,..,36.9,37,35.6,..,..,..,33,..,32.3,32.9,33.6,33.8,32.7,31.9,30.9,32.7,32.3,32.9,33.2,33.5,31.9,31.8,32.8,31.4,30.6,30.8,29.2,30.1,..,..
Gini index,SI.POV.GINI,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Israel,ISR,..,..,..,..,..,36.3,..,..,..,..,..,..,36.5,..,..,..,..,..,35.5,..,..,..,..,38.1,..,..,..,38.9,39.6,40.7,41.5,42.3,41.6,41.1,41.6,42.6,42.6,41.4,41.3,39.9,39.8,39.7,39,38.2,38.6,38.3,37.8,37.9,..,..
Gini index,SI.POV.GINI,Italy,ITA,..,..,..,34,33.3,33.3,32.9,31.6,29.2,29.8,31.3,..,31.2,34.2,..,32.1,..,31,..,35.1,..,35.2,..,..,36.7,..,35.2,..,34.7,34.9,34.3,33.8,33.7,32.9,33.8,33.8,34.7,35.1,35.2,34.9,34.7,35.4,35.2,35.9,35.2,34.6,35.2,34.8,..,..
Gini index,SI.POV.GINI,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.2,..,41.1,..,..,35.7,..,..,40.4,..,..,44.1,..,..,48.3,..,45.5,..,..,..,..,..,..,..,..,..,..,..,..,..,35.6,..,..,40.2,..,..
Gini index,SI.POV.GINI,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.8,..,32.1,..,..,32.9,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,36.1,..,..,..,..,..,43.1,..,..,..,..,36.4,..,..,..,..,37,..,..,..,33.9,..,32.6,..,33.7,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,..,..,..,..,36,34.8,33.7,31.8,39.8,30.2,30.1,28.5,28.2,28,28,28.2,27.1,27,26.8,27.2,27.5,27.8,28,28.7,29.2,..,..
Gini index,SI.POV.GINI,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.9,..,43.1,..,..,45,..,..,..,..,..,..,..,46.4,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,36.2,38.7,..,..
Gini index,SI.POV.GINI,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,..,27.8,..,..,..,..
Gini index,SI.POV.GINI,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7,..,32.3,..,32,..,31.6,..,31.2,..,35.2,34.9,33.7,33.2,32.7,32.9,..,..
Gini index,SI.POV.GINI,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,31.2,30.3,..,..,31.8,33.3,27.8,29,26.3,27.3,26.5,26.7,29,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,30.2,30.3,28.7,34.8,32.6,37.4,33.9,31.5,29.9,30.1,27.8,27.4,28.8,26.8,29,26.8,27.3,27.7,29.7,29,28.8,26.4,..
Gini index,SI.POV.GINI,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.3,..,..,..,..,34.9,..,..,..,..,32.6,..,..,..,..,35.4,..,..,..,..,36,..,..,..,..,..,38.8,..,..,..,..,..
Gini index,SI.POV.GINI,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4,39,35.6,37.5,37.2,35.9,35,35.8,35.2,35.5,35.1,34.2,34.3,35.6,35.1,34.5,35.7,34.3,..,..
Gini index,SI.POV.GINI,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.8,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..,..,..,..,63,..,..,..,..,..,..,..,51.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9,..,..,..,..,..,..
Gini index,SI.POV.GINI,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4,..,..,..,..,..,..,33.2,..,35.3,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,35.3,34.4,34.8,35.7,37.2,33.6,32.5,35.1,35.3,37.7,37.4,38.4,37.3,35.7,35.3,36,36.7,..,..
Gini index,SI.POV.GINI,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,26.3,28.1,29.5,28.8,30.8,27.7,27.2,27.3,27,28.1,28.3,29,29.6,30.6,30,30.1,30.9,31,30.2,30.2,30.8,30.9,31.1,32.6,31.2,30.5,32.1,34.3,32,31.2,32.9,31.7,34.5,35.4,34.2,33.4,32.7,..,..
Gini index,SI.POV.GINI,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Madagascar,MDG,..,..,..,..,..,..,46.8,..,..,..,..,..,..,..,..,..,..,..,..,45.2,..,..,..,39.4,..,38.6,..,47.4,..,..,..,39.9,..,..,..,..,42.4,..,42.6,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.8,..,..,..,..,..,..,39.9,..,..,..,..,..,45.5,..,..,..,..,..,44.7,..,..,38.5,..,..,..,..
Gini index,SI.POV.GINI,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,48.5,..,..,47,..,46.2,..,..,47.7,..,..,48.5,..,49.1,..,..,..,..,..,46.4,..,..,44.8,..,45.5,..,..,43.9,..,41.3,..,41.1,..,..,41.2,..,..,40.7,..,..
Gini index,SI.POV.GINI,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.3,..,..,..,..,..,..,38.4,..,..,..,..,..,..,31.3,..,..,29.3,..,..,..,..
Gini index,SI.POV.GINI,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.2,..,..,..,..,..,..,39.9,..,..,..,..,38.9,..,..,33,..,..,..,..,..,..,..,..,36,..,..,35.7,..,..
Gini index,SI.POV.GINI,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,29.2,29,30.2,29,29.1,29.4,28.8,29,29.4,29.1,29.2,28.7,31,31.4,..,..,..
Gini index,SI.POV.GINI,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.5,..,..,..,..
Gini index,SI.POV.GINI,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,43.9,..,..,..,..,..,49.5,..,37.7,..,..,..,..,39,..,..,..,40.2,..,..,..,35.7,..,..,..,..,..,32.6,..,..,..,..,32,..,..,..,..
Gini index,SI.POV.GINI,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7,..,..,..,..,..,38.5,..,..,..,..,36.8,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.1,..,..,52.3,..,53.4,..,52,..,53.3,..,53.4,..,50.6,..,50.3,50.9,49.7,..,50.8,..,47.7,..,49.6,..,48.9,..,46.9,..,46,..,44.6,..,43.5,..
Gini index,SI.POV.GINI,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.4,..,..,..,..,..,..,..,40.1,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.9,39.5,42.6,36.4,38,35.8,34.9,35,36.3,35.4,34.4,34.7,32.9,32.1,30.6,29.2,28.5,26.8,27,26.3,25.9,25.7,26,..,25.7,..,..
Gini index,SI.POV.GINI,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.2,..,..,30.3,..,..,..,32.9,..,..,..,..,35.8,..,..,33.1,33.9,33.8,..,32,..,32.3,..,32.7,..,..,..,31.4,..
Gini index,SI.POV.GINI,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.2,39,38.8,39,38.5,36.9,36.8,35.7,35.4,34.3,..,..
Gini index,SI.POV.GINI,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,36.5,..,..,..,..,..,39.2,..,..,..,..,..,..,..,39.4,..,40.6,..,..,..,..,..,40.7,..,..,..,..,..,..,39.5,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3,..,..,..,..,..,47,..,..,..,..,..,45.5,..,..,..,..,..,54,..,..,..,..,50.3,..,..,..,..
Gini index,SI.POV.GINI,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.1,..,30.7,..,..,..,..,..,..
Gini index,SI.POV.GINI,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.3,..,..,..,..,..,61,..,..,..,..,..,59.1,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.2,..,..,..,..,..,..,..,43.8,..,..,..,..,..,..,32.8,..,..,..,..,..,..,..,..,..,..,..,30,..
Gini index,SI.POV.GINI,Netherlands,NLD,..,..,..,..,..,..,..,..,..,28.4,..,..,..,26.8,..,..,31.1,..,..,30.4,..,..,..,..,..,28.1,..,..,..,..,29.8,29,30,29.6,29.3,27.9,27.8,27.8,27.6,28.1,28.6,28.2,28.2,28.5,28.1,29.2,26,25.7,..,..
Gini index,SI.POV.GINI,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.1,..,..,..,..,54.4,..,..,52.9,..,..,..,48.8,..,..,..,43.9,..,..,..,..,46.2,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,41.4,..,..,..,..,..,..,..,..,..,..,44.4,..,37.3,..,..,..,31.5,..,..,34.3,..,..,..,37.3,..,..,32.9,..,..
Gini index,SI.POV.GINI,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,38.7,..,..,..,..,..,..,44.9,..,..,..,51.9,..,..,..,..,..,..,40.1,..,..,..,..,..,..,35.7,..,35.5,..,..,35.9,..,..,35.1,..,..,..,..,..
Gini index,SI.POV.GINI,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8,40.1,39.4,38.1,36.2,35.2,35.6,34.5,34.2,33,33.5,..,..,..,..
Gini index,SI.POV.GINI,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Norway,NOR,..,..,..,..,..,26.9,..,..,..,..,..,..,24.6,..,..,..,..,25.2,..,..,..,26,..,..,..,..,27.4,..,..,27.6,31.6,30.6,26.4,27.1,27,26.2,25.7,25.3,25.7,26.4,26.8,27.5,28.5,27,27.6,27.7,..,..,..,..
Gini index,SI.POV.GINI,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,33.3,..,..,33.2,..,..,..,..,..,28.7,..,33.1,..,..,28.7,..,..,30.9,31.3,..,29.7,..,..,28.8,29.7,..,29.5,..,31.3,..,..,29.6,..,..,..,..,..
Gini index,SI.POV.GINI,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Panama,PAN,..,..,..,..,..,48.7,..,..,..,..,..,..,..,..,..,58.6,..,58,..,..,..,57.7,..,58.1,57.4,56.4,56.6,56.7,56.1,55.7,54.8,53.8,54.6,52.7,52.7,51.8,51.6,51.3,51.7,51.5,50.5,50.8,50.4,49.9,49.2,49.8,..,50.9,..,48.9
Gini index,SI.POV.GINI,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.8,..,..,..,..,..,..,..,..,..,..,..,..,41.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..,..,..,58.1,..,54.9,..,54.6,..,54.6,57.3,54.9,52.3,51.4,53,53,50.7,49.1,51,52.3,47.6,47.9,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,45.1,..
Gini index,SI.POV.GINI,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3,55.1,54.8,49.1,51.3,53.6,53.1,49.9,50.4,50.3,50,47.5,47,45.5,44.7,44.4,43.9,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,..
Gini index,SI.POV.GINI,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.7,..,..,46.6,..,..,47.2,..,..,46.3,..,..,46.5,..,..,44.6,..,..,42.3,..,..,40.7,..,..
Gini index,SI.POV.GINI,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,35.8,34.7,34,33.5,33.4,33.2,33.2,33,33.1,32.8,31.8,31.2,29.7,30.2,28.8,28.5,28.5,..,..
Gini index,SI.POV.GINI,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.8,38.9,38.5,38.1,36.8,36.6,34.9,35.8,36.3,36,36.2,35.6,35.5,35.2,33.8,33.5,32.8,34.7,34.6,..,..
Gini index,SI.POV.GINI,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.1,..,..,..,..,..,..
Gini index,SI.POV.GINI,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.6,37.5,36.4,35.6,35.5,35.9,36.5,36.9,36,35.9,34.4,36,35.8,34.8,34.6,33.9,..,..
Gini index,SI.POV.GINI,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.9,36.5,36.7,35.5,35.3,35.7,33.7,35.1,..,..
Gini index,SI.POV.GINI,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.5,..,..,..,..,52,..,..,..,..,47.2,..,..,45.1,..,..,43.7,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.7,..,..,..,..,..,42,..,..,..,..,38.7,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.1,..,..,..,..,..,..,..,..,..,30.8,..,..,..,..,..,..,40.7,..,..,..,..,..,..
Gini index,SI.POV.GINI,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,..,..,39.2,..,..,..,..,..,..,41.2,..,..,..,39.2,..,..,..,..,..,40.3,..,..,..,..,..,..,38.3,..,..,36.2,..,..
Gini index,SI.POV.GINI,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.9,39.4,40.4,40.5,38.8,36.1,35,34.5,35,33.1,..,..
Gini index,SI.POV.GINI,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.8,..,..,..,..,32.1,..,..,..,..,..
Gini index,SI.POV.GINI,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.2,..,..,..,..,..,..,..,34,..,..,..,..,..,..,35.7,..,..,..,..,..
Gini index,SI.POV.GINI,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.1,29.3,25.8,24.7,26,27.2,27.3,26.5,26.1,28.1,26.1,26.5,25.2,23.2,25,23.2,24.2,24.1,..,..
Gini index,SI.POV.GINI,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8,24.6,24.4,24.4,23.7,24.8,24.9,24.9,25.6,26.2,25.7,25.4,24.8,24.2,24.6,24.4,24,24.3,..,..
Gini index,SI.POV.GINI,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.1,..,..,..,..,..,..,37.1,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.3,..,..,..,..,..,..,57.8,..,..,..,..,64.8,..,..,63,..,63.4,..,..,..,63,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.3,..,..,..,..,..,..,44.1,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Spain,ESP,..,..,..,..,..,..,34.5,..,..,..,..,34.4,..,..,..,..,32,..,..,35.7,35.1,35.7,36.5,35.3,34.6,33.8,34.1,..,..,31.8,33.3,32.4,33.5,34.1,34.2,34.9,35.2,35.7,35.4,36.2,36.1,36.2,35.8,34.7,34.7,34.3,34.9,33.9,..,..
Gini index,SI.POV.GINI,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,32.5,..,..,..,..,32.4,..,..,..,..,35.4,..,..,..,..,..,..,40.2,..,..,..,39.7,..,..,36.1,..,..,38.7,..,..,..,39.3,..,..,37.7,..,..,..,..
Gini index,SI.POV.GINI,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.7,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
